"MCF-7_Rep1"	"MCF-7_Rep2"	"MCF-7_Rep3"	"GM12892_Rep1"	"GM12892_Rep2"	"GM12892_Rep3"	"H1-hESC_Rep1"	"H1-hESC_Rep2"	"H1-hESC_Rep3"	"H1-hESC_Rep4"
"MAGEA10"	0	0	0.0114814	0	0	0.0254576	0	0	0.0181387	0
"MAGEA10-MAGEA5"	0	1.03242e-06	0	0	0	7.65686e-08	0	1.49325e-06	1.23033e-07	0
"MAGEA11"	0	0	0	0	0	0.0394355	0.0144697	0.0137777	0	0
"MAGEA12"	0	0	0	0	0.0474815	0	0	0	0	0
"MAGEA2"	0	0	0	0	0	3.43312e-07	0.217395	0.263853	0.104827	0.215984
"MAGEA2"	0	0	0	0	0	3.43312e-07	0.217395	0.307631	0.238349	0.215866
"MAGEA2B"	0	0	0	0	0	0.0117181	0.338429	0.0225806	0.22987	0.136482
"MAGEA2B"	0	0	0	0	0	0.0117181	0.338429	2.97766e-06	0.113102	0.105521
"MAGEA3"	0	0	0	0	0.0798473	0.0326763	0.0200173	0.0152068	0.00779014	0.0362094
"MAGEA4"	0	0	0	0	0	0	0.176398	0.335537	0.241404	0.12132
"MAGEA5"	0	0.0109066	0	0	0	0.0222639	0	0.0310747	0.0397887	0
"MAGEA6"	0.010611	0	0	0	0.0348095	0.077561	0.0366645	0.0309334	0.0237644	0.0368185
"MAGEA8"	0.00844829	0.009969	0	0	0	0.0203366	0.044795	0.0284121	0.0582673	0.0225725
"MAGEA9"	0.00434643	0	0.00411679	0	0	0	0	0.013606	0	0
"MAGEA9"	0.00434643	0	0.00411679	0	0	0	0	0.013606	0	0
"MAGEA9B"	0.000598869	0	0.000552003	0	0	0	0	0.000823133	0	0
"MAGEA9B"	0.000598869	0	0.000552003	0	0	0	0	0.000823133	0	0
"MAGEB1"	0	0	0	0.0491349	0.0461068	0	0	0.0307311	0.0787049	0.0243876
"MAGEB10"	0	0	0	0	0	0	0.0277956	0	0	0
"MAGEB16"	0	0	0	0	0	0	0	0	0	0.0227761
"MAGEB18"	0	0	0	0	0	0	0	0	0	0
"MAGEB2"	0	0	0	0	0	0.0705092	0	0	0	0
"MAGEB3"	0	0	0	0	0	0	0.0230921	0.0110505	0	0
"MAGEB4"	0	0	0	0	0	0	0.0118529	0	0	0
"MAGEB6"	0.0454839	0	0.00859436	0.0105964	0	0	0	0	0	0
"MAGEC1"	0.00387308	0	0.00367692	0	0.00847837	0	0	0	0.00586251	0
"MAGEC2"	0	0	0	0	0	0.0185192	0	0	0	0
"MAGEC3"	0.0210965	0	0	0	0	0	0	0.0153757	0.0315024	0
"MAGED1"	49.3807	55.1543	43.623	52.446	44.5351	31.4691	51.8226	57.3201	57.0203	41.4541
"MAGED2"	49.8122	31.6927	58.4015	13.9691	17.6121	11.3711	57.3565	62.2481	60.2541	40.9804
"MAGED4"	0.563048	6.87599e-12	0.303308	0	0	0	4.02187	4.91531	4.79798	3.72027
"MAGED4"	0.568213	2.1599e-12	0.339672	0	0	0	4.01491	4.85249	4.9547	3.78899
"MAGED4B"	6.35375	0.10328	5.56095	0	0	0	28.7846	32.3081	31.4834	24.1473
"MAGED4B"	6.3973	0.096395	5.60822	0	0	0	28.7077	32.3719	31.449	24.046
"MAGEE1"	0.606092	2.65582	0.415059	0.811173	0.398988	0.589551	3.20355	3.19139	3.45788	3.21637
"MAGEE2"	0	0	0	0	0	0	0	0.0113108	0.0348759	0
"MAGEF1"	37.4517	13.4422	32.2645	9.06142	16.6295	9.13858	32.5029	27.667	28.5529	27.0601
"MAGEH1"	6.78083	3.4981	5.15363	9.28489	9.07673	10.8274	1.99735	4.86951	4.15339	1.82537
"MAGEL2"	0	0	0	0	0	0	0.944993	0.919217	0.842995	0.832313
"MAGI1"	4.10261	1.7279	4.18276	0.135351	0.0662687	0.101986	14.0407	12.2907	13.4203	13.6609
"MAGI2"	0.315681	0.0442121	0.0886674	0.0583948	0.0471262	0.0548753	5.51873	4.75291	5.16683	5.30844
"MAGI2-AS3"	0.00192714	0.516256	0	0.00672143	0	0	0.150548	0.16009	0.283925	0.299457
"MAGI3"	3.4799	2.00014	2.2564	0.523461	0.139511	0.715493	1.76946	1.33677	1.4209	2.1833
"MAGIX"	0.848532	0.467171	1.70222	0.119248	0.0815914	0.0677937	0.157877	0.259519	0.138787	0.108128
"MAGOH"	72.8793	49.5159	39.0387	70.6557	36.9553	43.1634	60.4761	65.8146	54.755	89.8813
"MAGOHB"	6.18293	5.22151	2.20759	5.69827	5.09735	5.88224	4.81878	5.31985	4.336	7.43552
"MAGT1"	16.8288	20.478	9.2818	12.5104	15.0522	14.4392	11.8368	10.5645	11.0939	14.908
"MAK"	0.113006	0.0319756	0.0205563	0.120964	0.246568	0.300578	0.152488	0.226966	0.150689	0.135737
"MAK16"	5.73653	8.81885	2.61929	6.30301	6.73521	6.75822	7.752	6.27508	6.0252	10.4318
"MAL"	0.139919	0	0	6.1076	20.5516	4.7273	0	0	0	0
"MAL2"	93.1063	30.8086	35.9317	0.0070809	0	0	25.8338	21.7114	21.8181	34.3613
"MALAT1"	260.203	72.4364	84.2446	350.695	794.185	1048.8	42.4114	51.4811	44.0704	74.5745
"MALL"	12.4027	61.4481	5.93743	0.0217678	0.0853805	0.0529746	3.88355	5.67778	4.88829	3.8788
"MALT1"	2.60326	10.0423	1.19745	12.9264	20.3567	14.8156	4.72033	3.15963	3.55747	5.63986
"MAMDC2"	0.0466743	6.90054	0.00442777	0.016291	0.0408643	0.0389572	4.28122	3.23417	3.62545	3.92805
"MAMDC4"	2.93255	0.92252	6.2882	2.74126	1.90748	0.663871	1.94644	1.76985	1.80493	1.30808
"MAML1"	16.2134	5.15749	15.4173	5.08434	4.62782	3.79433	14.763	13.7119	14.3502	12.4754
"MAML2"	0.464284	2.10752	0.226356	2.68547	2.48765	1.78422	1.45679	1.08885	1.22264	1.52358
"MAML3"	1.10752	0.226313	1.3363	0.0080904	0.0050784	0.0145146	1.3116	1.17119	1.35068	1.01126
"MAMLD1"	2.07718	1.42592	3.21255	0	0	0.00790632	0.0344734	0.061113	0.0669567	0.103889
"MAMSTR"	0.357078	0.424182	0.304077	0.402695	0.0755749	0.28875	0.832854	1.01016	1.29219	0.63842
"MAN1A1"	9.44275	3.0952	7.35186	3.49418	14.576	3.96589	1.61146	1.15137	1.2563	1.84399
"MAN1A2"	12.6434	7.35717	6.95391	4.1702	6.0311	4.73249	3.23907	1.97317	2.65531	3.48684
"MAN1B1"	30.1621	23.6214	50.3378	12.0421	10.5689	7.46491	14.148	14.1403	13.8091	8.95684
"MAN1C1"	1.94488	0.0490533	2.31749	0.10512	0.27912	0.0776247	3.44192	3.25218	3.68106	2.84853
"MAN2A1"	7.24806	9.53362	5.09374	1.83512	0.524906	1.76424	14.9431	10.7641	12.5665	16.6119
"MAN2A2"	10.2105	2.06766	19.2715	16.1503	12.5966	10.0417	4.59495	4.56526	5.08428	3.7252
"MAN2B1"	17.5774	17.8992	27.205	72.5093	34.9038	24.3218	29.9841	34.0959	32.0064	20.8648
"MAN2B2"	6.81134	8.38472	12.3677	6.44414	5.17751	3.27893	1.86241	2.15895	2.37841	0.982787
"MAN2C1"	13.7286	10.177	23.2214	21.9818	16.5834	12.3847	12.3443	13.2893	13.8495	8.14884
"MANBA"	5.81355	10.1335	4.23741	9.2939	12.6341	7.62774	9.84142	10.3601	10.3097	10.9451
"MANBAL"	25.7912	49.3275	31.108	15.2704	12.167	13.6078	33.7423	36.1843	33.268	31.1463
"MANEA"	2.20149	2.93512	0.549225	3.03992	4.14668	6.31262	0.909509	0.726161	0.711702	1.46955
"MANEAL"	11.2589	1.62982	19.1256	5.54931	3.13975	4.65484	2.48393	3.48982	3.44869	1.75163
"MANF"	48.1855	110.634	32.5177	46.9257	43.3479	33.8552	74.6621	61.452	58.7676	77.6227
"MANSC1"	5.96897	3.42365	4.49401	0.00884238	0.0166151	0	2.45837	2.48582	2.37286	2.12229
"MANSC4"	0.0884186	0.144285	0.033151	0.0412936	0	0.0369676	0	0	0	0.0402718
"MAOA"	1.30207	16.6565	0.484949	0	0.0270588	0	1.71905	1.76342	1.93871	1.69249
"MAOB"	0.252815	1.70493	0.359089	0	0	0	0.385363	0.418388	0.751006	0.807394
"MAP1A"	0.203062	0.891581	0.18715	0.0129093	0.0764251	0.0165443	1.22405	1.09051	1.11461	1.05984
"MAP1B"	1.86738	2.61188	0.8252	0.0473256	0.817255	0.0905758	14.9709	12.7658	13.5473	18.8604
"MAP1LC3A"	0.020598	1.73179	0.0405609	1.58852	1.39798	0.560011	4.88501	5.65658	5.12824	1.81782
"MAP1LC3B"	38.7406	35.7907	18.4543	15.9359	22.4904	14.6525	20.3252	18.2922	18.3127	23.1269
"MAP1LC3B2"	10.9673	11.5525	6.96439	7.04363	7.22798	5.28675	10.6577	7.34836	6.13221	8.70933
"MAP1LC3C"	0.0492449	0.0584151	0.116203	0.0838747	0.122158	0.163561	1.34902	1.68786	1.44298	1.24131
"MAP1S"	4.45369	9.79614	9.32102	12.8745	6.30923	1.26588	27.7187	28.0109	27.4019	16.7899
"MAP2"	2.98056	1.6001	1.53064	0.00401931	0.011356	0	1.80295	1.31854	1.618	1.84655
"MAP2K1"	16.2476	55.7648	13.6394	41.1038	44.3739	36.0732	29.2819	27.0917	27.5786	31.301
"MAP2K2"	67.5065	66.9807	118.457	69.6571	52.929	22.747	76.9662	80.7525	76.0468	47.56
"MAP2K3"	13.422	34.6202	18.0327	13.4589	11.25	8.40926	12.0935	13.7219	13.9266	9.17941
"MAP2K4"	7.3027	12.9107	4.86296	7.05697	7.41236	7.33389	9.12234	7.52823	7.88991	9.31444
"MAP2K5"	5.28013	5.03333	4.8885	5.92087	5.50214	4.00189	7.50424	5.8683	5.86575	5.74139
"MAP2K6"	2.21421	0.595129	1.42205	4.31893	10.8745	4.43771	11.7868	9.12097	9.29783	12.2428
"MAP2K7"	6.82843	10.1254	8.37112	12.3275	8.46315	4.17615	12.7304	14.1241	14.0815	11.1067
"MAP3K1"	6.36712	1.94394	4.05825	1.17135	2.60307	1.74136	2.24967	1.45656	1.71612	2.3596
"MAP3K10"	2.37092	2.06311	4.76841	4.02613	2.21165	1.48801	3.74462	4.98137	4.65309	2.85245
"MAP3K11"	28.5663	14.7898	45.1408	12.9643	8.74735	3.23701	14.2516	16.7107	15.7076	9.94383
"MAP3K12"	2.4053	2.34406	3.42446	2.5189	3.13969	2.00084	7.58033	7.81005	8.15243	6.71577
"MAP3K13"	10.4499	8.1286	3.29338	5.00183	9.79628	6.43753	3.79499	5.05698	4.87273	7.20966
"MAP3K14"	4.0738	3.24071	5.52843	12.438	9.31303	6.86047	3.48778	3.55397	3.68154	2.6891
"MAP3K15"	0.0576174	0.0665365	0.0410348	0.0262732	0.0394163	0.0375654	0.622196	0.673229	0.72536	0.626206
"MAP3K2"	5.20867	3.25848	1.98403	2.56334	4.60564	4.59298	1.13983	0.900001	1.08005	1.69426
"MAP3K3"	12.3458	6.72658	18.6654	6.34167	4.5903	4.01433	6.75357	5.79895	5.79918	5.55661
"MAP3K4"	3.07621	7.37004	3.47429	8.42442	4.95125	7.21218	11.432	9.51396	10.204	11.9834
"MAP3K5"	3.12318	2.13001	1.46673	7.21426	17.0516	6.81574	0.861756	0.665824	0.857638	0.872188
"MAP3K6"	5.03036	11.9431	10.628	0.75109	0.600946	0.605039	1.87032	2.528	2.622	1.38933
"MAP3K7"	20.8745	15.7627	16.4476	10.5195	11.9388	10.0709	16.9431	13.1812	14.1263	17.9989
"MAP3K8"	0.671477	0.143621	0.531176	10.5163	15.8494	11.023	1.45362	1.53343	1.31499	1.65754
"MAP3K9"	3.01062	6.58945	4.54094	1.35848	0.932355	0.672479	4.647	3.64889	4.39516	4.00185
"MAP4"	39.4993	72.4862	41.9134	50.0545	25.4629	22.6689	51.4566	48.2865	47.9618	45.684
"MAP4K1"	0.461427	0.0790191	0.437498	59.8808	43.2086	32.823	2.00084	2.5843	2.48824	1.57314
"MAP4K2"	4.531	2.96109	6.7726	20.0826	13.6412	10.7564	7.08029	8.3083	8.09672	4.73598
"MAP4K3"	11.4543	5.26126	4.25439	0.863467	2.08015	1.18283	7.25101	5.31422	5.56604	8.8365
"MAP4K4"	23.6441	75.2919	17.6707	1.54556	0.314529	1.00973	41.4494	37.1366	38.214	45.9256
"MAP4K5"	10.5759	10.5722	3.98853	8.25742	8.95713	8.12074	6.01705	4.23773	4.78071	7.16759
"MAP6"	0.523365	0.388914	0.450602	0.0664494	0.0142444	0.0763076	0.481669	0.67317	0.491777	0.406775
"MAP6D1"	5.45413	1.91835	8.53563	0.325238	0.682858	0.171484	1.58223	1.76356	2.03342	1.18438
"MAP7"	18.7586	11.3321	10.5568	0.114736	0.0777184	0.115241	19.1751	18.3425	19.4024	19.3415
"MAP7D1"	19.7116	68.0776	24.3747	19.2413	11.0174	7.11665	21.2299	22.3616	21.7951	13.4629
"MAP7D2"	0.165612	1.81343	0.0498439	0.125653	0.0952979	0.269195	0.517734	0.663107	0.751661	0.608904
"MAP7D3"	7.26897	6.55647	4.48387	5.35888	4.31519	4.41218	6.28315	5.79245	6.11784	7.56826
"MAP9"	1.33532	3.27929	0.249237	0.862246	1.42754	1.25249	1.02291	1.11168	0.94254	2.00685
"MAPK1"	18.5413	32.2031	19.7145	16.5802	19.8035	16.846	17.6063	15.2335	17.6526	17.9428
"MAPK10"	0.353909	0.590388	0.250349	0	0.440844	0	0.446722	0.589624	0.601129	0.437645
"MAPK11"	1.8272	3.02872	3.36881	7.37936	2.70774	4.40676	0.644344	0.840618	0.634671	0.271446
"MAPK12"	1.99508	2.2616	5.05974	15.6826	7.27235	9.78547	7.4107	8.11518	7.78137	5.75595
"MAPK13"	6.56828	14.3555	10.3335	4.27047	11.069	3.03026	8.17269	8.46973	7.72895	6.4696
"MAPK14"	10.7434	14.9595	8.61106	8.92121	10.7942	8.86325	11.1307	9.67007	9.18048	10.9886
"MAPK15"	2.61977	0.183302	2.92826	0.581837	0	0.177093	2.93119	3.23115	3.45546	3.05995
"MAPK1IP1L"	15.437	15.3688	10.3661	15.1234	17.3448	14.9427	11.139	11.1401	12.2673	12.2502
"MAPK3"	75.8038	19.1754	161.273	24.2653	10.0575	12.0231	13.8029	15.2162	14.4586	12.5835
"MAPK4"	0.165416	0	0.0568197	0.110524	0.0231142	0.0734276	1.85602	1.6515	1.92455	1.42279
"MAPK6"	33.9913	31.112	15.2182	23.6052	26.934	23.5374	24.9244	19.0355	20.1119	31.4874
"MAPK7"	3.42271	6.27767	5.93445	3.74464	2.3842	1.28591	11.4897	11.6694	11.7484	8.04164
"MAPK8"	8.68482	8.12881	5.54013	13.6129	15.5042	16.119	15.3114	12.4233	12.3977	14.9019
"MAPK8IP1"	10.0193	2.07656	14.5054	0.203786	0.145182	0.0830589	18.6268	17.8719	18.3852	12.1556
"MAPK8IP2"	1.07407	0.434508	2.48663	0.212791	0.0353117	0.0448942	1.75494	1.51388	1.35538	1.25198
"MAPK8IP3"	6.92641	4.62695	12.2048	19.3689	18.9278	5.14511	11.436	11.772	12.2231	7.18149
"MAPK9"	17.0781	7.82438	14.3089	8.35526	7.32069	9.32733	8.63222	8.01068	8.55363	10.0705
"MAPKAP1"	59.0685	37.209	62.0313	43.818	29.952	35.3181	39.5983	36.9919	35.1725	33.9534
"MAPKAPK2"	45.7342	27.2017	57.0537	27.8579	28.6997	19.0341	18.258	18.2036	17.5461	13.8035
"MAPKAPK3"	25.6881	86.205	36.7276	7.73427	6.77647	4.71689	30.6918	32.8035	32.1511	23.7673
"MAPKAPK5"	15.0348	10.6532	14.2288	10.3044	10.3226	10.8888	21.2073	20.4409	21.0707	20.4264
"MAPKBP1"	0.988309	10.431	1.85338	4.86058	3.2484	2.72505	3.54484	3.36683	3.66389	2.70698
"MAPRE1"	55.605	60.0966	31.9213	65.0205	44.6974	45.5306	59.346	53.1427	53.0822	74.3231
"MAPRE2"	2.38902	5.82792	1.24314	10.735	10.0101	7.97551	13.497	13.4788	13.5986	14.255
"MAPRE3"	9.17221	11.447	14.9677	1.14289	1.22916	0.576757	4.51044	4.83571	5.23054	3.1583
"MAPT"	4.89825	0.0874586	11.0042	0.0235386	0.0588921	0.0623522	0.379962	0.336226	0.354646	0.269198
"MAPT"	0	0	0	0	0	0	0	0	0	0
"MARCH1"	0.629498	0.0947905	0.226073	1.10408	1.18578	1.61785	0.465962	0.41985	0.559888	1.05707
"MARCH10"	3.99435	0.114588	1.08894	0.0195039	0	0.0349761	0.0919607	0.104603	0.10112	0.0771662
"MARCH11"	0	0	0	0	0.0261505	0	0.16572	0.243773	0.19589	0.0827477
"MARCH2"	5.83076	9.56204	8.5173	8.8262	5.82476	4.95674	9.22917	12.2921	10.2746	5.34627
"MARCH3"	0.798772	0.957079	1.1623	1.48102	2.02365	0.727557	2.49097	2.62087	2.34974	1.8656
"MARCH4"	0.00375579	1.41093	0	0	0.00822174	0.00783602	1.93026	1.58583	1.81963	1.39399
"MARCH5"	13.0855	9.9803	7.32361	5.49275	5.41366	6.15678	4.0944	3.31995	3.55585	5.09447
"MARCH6"	29.0244	18.4182	24.499	22.0401	23.3475	16.7218	23.8195	18.8749	20.468	23.403
"MARCH7"	23.9878	18.0165	9.93949	19.7294	28.8662	26.9062	17.8119	14.4056	15.6897	21.9817
"MARCH8"	2.77238	4.28187	2.58551	6.27505	4.0369	4.37427	3.54358	3.605	3.92562	4.18103
"MARCH9"	6.1196	3.52818	9.53231	4.477	3.54546	2.80755	2.22996	2.75661	2.48612	1.21831
"MARCKS"	26.1005	23.4927	3.79632	39.2869	65.8205	49.2715	16.5895	17.1746	16.7172	26.7799
"MARCKSL1"	136.761	8.29079	124.003	103.028	97.0999	61.2532	327.449	315.953	279.813	222.381
"MARCO"	0	0.0995699	0	0.135993	0	0.121872	0	0	0	0
"MARK1"	1.62533	2.52031	0.750109	0.578038	0	0.439705	3.90629	3.48389	3.55271	4.24758
"MARK2"	14.6334	13.7597	19.5545	6.10341	5.57029	4.38163	15.4151	15.0651	14.9069	12.1511
"MARK2P9"	0.0176808	0	0.0835414	0.020594	0.0193385	0	0.0811852	0	0.0662334	0.0205308
"MARK3"	31.0713	29.7623	32.3276	12.8261	10.9011	10.0391	20.8405	19.5173	19.0067	18.611
"MARK4"	4.90313	7.80729	5.39112	5.08494	3.25406	2.00011	11.9316	12.4056	11.2823	8.74363
"MARS"	60.1318	70.2341	89.984	39.1362	25.5196	22.3517	106.94	119.851	115.299	84.8627
"MARS2"	4.10361	4.86565	4.30339	7.4042	4.85911	5.17518	11.3916	8.82893	8.80672	8.61925
"MARVELD1"	7.78503	24.1222	8.7576	0.311629	0.792995	0.164372	10.8971	10.9886	10.926	9.66317
"MARVELD2"	11.1169	8.72634	9.77249	0.971179	1.74634	1.03436	7.19643	6.98301	7.2964	7.50741
"MARVELD3"	8.80922	3.64477	8.43649	0.0439418	0.103368	0.0534901	12.3529	13.2363	11.8592	9.06098
"MAS1"	0	0	0	0	0	0	0	0.0245783	0	0
"MAS1L"	0	0	0	0	0	0	0	0	0	0
"MAS1L"	0	0	0	0	0	0	0	0	0	0
"MAS1L"	0	0	0	0	0	0	0	0	0	0
"MAS1L"	0	0	0	0	0	0	0	0	0	0
"MAS1L"	0	0	0	0	0	0	0	0	0	0
"MAS1L"	0	0	0	0	0	0	0	0	0	0
"MAS1L"	0	0	0	0	0	0	0	0	0	0
"MAS1L"	0	0	0	0	0	0	0	0	0	0
"MASP1"	0.0170346	0	0.00404147	0.008022	0	0.0088857	0.644746	0.637487	0.807059	0.606228
"MASP2"	0.289636	0.173758	0.361082	2.17944	1.57663	1.79898	1.12621	1.08442	1.22171	1.2683
"MAST1"	0.466499	0.0624658	0.93752	0.306664	0.273816	0.105787	6.52968	6.37053	6.47416	4.65734
"MAST2"	8.89898	8.17334	17.3078	8.62075	4.96888	4.21421	12.4446	12.9391	12.2531	8.62043
"MAST3"	2.19666	1.62477	3.50489	6.30611	6.46769	4.50637	2.60259	3.13255	3.12089	1.88886
"MAST4"	5.74737	8.52641	5.13584	0.296396	0.0288135	0.274454	0.53683	0.439717	0.45273	0.526657
"MASTL"	9.08899	6.36634	6.38578	4.88132	4.43396	6.49185	12.0557	10.7138	10.2819	13.8942
"MAT1A"	0.179216	0.0459618	0.26439	0.0405469	0	0.0207766	1.33135	2.80702	2.5036	1.2595
"MAT2A"	64.8823	87.1932	67.1191	92.3653	49.4276	50.7679	95.7071	88.5697	98.2838	98.3776
"MAT2B"	24.8931	29.7617	11.8214	38.0821	52.0815	43.6674	25.2365	22.3084	21.6457	30.0374
"MATK"	3.66533	0.00949701	8.24592	1.34933	0.933156	0.329276	8.26288	10.0791	8.59222	5.32898
"MATL2963"	0	0.927679	0.0209358	2.6972	4.495	3.54011	0.514894	0.466853	0.575082	0.407316
"MATN1"	0.0373623	0.0180414	0.1147	0.215379	0.163564	0.100888	0.0667187	0.0450856	0.0598163	0.061864
"MATN2"	4.73465	1.27731	4.87036	0.0192821	0.0272123	0.0345847	3.20655	3.64855	3.3719	3.16833
"MATN3"	5.15521	1.84367	5.97665	0.00778354	0	0.0279123	2.82336	2.52284	3.00882	2.73061
"MATN4"	0.0968698	0.0168967	0.0748998	0.0205144	0	0	1.05439	1.31154	1.2292	0.433354
"MATR3"	69.9254	42.5179	26.4669	68.895	58.3508	62.1108	68.9833	58.0372	59.2212	95.5276
"MAU2"	13.8174	5.83651	21.1899	8.3445	8.24009	6.05602	11.2396	10.5819	10.6254	7.48531
"MAVS"	13.0415	10.3455	14.5752	6.43114	5.57179	5.06133	8.18946	7.15843	7.95989	7.2419
"MAX"	28.3528	25.1396	26.8464	35.3307	27.4447	20.1849	18.1172	20.3321	17.241	16.0597
"MAZ"	203.643	52.8485	336.347	64.7265	31.9333	31.1034	109.802	129.444	125.237	79.4097
"MB"	14.5224	0	12.0532	0.0631322	0	0.0753542	0.140349	0.574316	0.583314	0.246075
"MB21D1"	3.70258	1.10743	2.03352	5.63236	4.42904	5.41013	2.05528	1.86754	1.76613	2.69067
"MB21D2"	5.24773	2.17498	5.71685	9.02436	10.692	10.1836	5.36506	4.03441	4.22077	5.67405
"MBD1"	10.8514	26.1585	15.7955	33.1747	22.7532	20.2599	14.7884	14.2049	14.2041	10.8865
"MBD2"	8.69181	17.9271	4.51901	27.0709	18.5297	27.0222	13.1448	12.7233	13.4996	12.9151
"MBD3"	15.6291	29.3502	34.4016	19.7979	11.5351	3.93325	28.7601	32.1249	31.7101	16.7993
"MBD3L1"	0	0	0	0	0	0	0	0.0411824	0	0
"MBD3L2"	0	0.0417461	0	0.0320859	0	0.014344	0	0	0	0
"MBD3L3"	0	0.0325242	0	0.0107138	0.029951	0.0143687	0	0	0	0
"MBD3L4"	0	0.0185853	0	0.0107138	0.029951	0.0143687	0	0	0	0
"MBD3L5"	0	0.0185853	0	0.0107138	0	0.0143687	0	0	0	0
"MBD4"	24.1553	10.1917	12.2585	15.3557	13.4182	13.6671	10.2763	9.08034	8.63368	12.6499
"MBD5"	2.58692	1.75501	2.14529	1.60948	3.35499	1.79312	1.59989	1.14039	1.33742	1.53241
"MBD6"	14.6907	7.38497	17.7451	6.71387	4.18335	3.10225	9.56678	9.74775	10.5704	8.03382
"MBIP"	8.82654	6.53629	3.37539	11.5207	10.0621	11.7415	7.98047	6.8152	6.27235	8.60192
"MBL1P"	0	0.0265089	0	0	0	0.0270912	0.152684	0.299908	0.346864	0.179045
"MBL2"	0	0	0	0	0.0207283	0	0	0	0	0
"MBLAC1"	0.929079	0.737447	0.990398	0.726852	0.534579	0.408575	0.7344	1.08545	0.691336	0.225417
"MBLAC2"	1.49044	2.3608	1.01754	1.40607	3.08279	1.64055	0.937318	1.05514	1.08351	1.01967
"MBNL1"	18.1404	18.0537	9.6956	46.353	59.7737	58.7038	2.04526	1.22314	1.56949	2.37343
"MBNL2"	10.866	9.48226	5.03001	1.71837	2.23708	2.46974	0.387499	0.272967	0.343595	0.474827
"MBNL3"	4.06934	1.29907	1.20515	1.60555	3.59386	2.23301	0.273085	0.273862	0.377514	0.446885
"MBOAT1"	7.67713	2.61471	5.48409	3.78804	5.13643	5.18375	4.85104	4.38308	4.61646	4.55163
"MBOAT2"	7.783	20.9647	5.19639	2.20956	0.910914	2.29095	3.30637	2.47802	2.99875	3.63444
"MBOAT4"	0.0217268	0.0111141	0.0102467	0.0253205	0.095028	0.0907516	0.0834536	0.0316618	0.0648459	0.0753458
"MBOAT7"	60.684	39.1024	91.2674	9.21308	6.69812	2.18888	28.5705	28.9008	28.2015	16.4899
"MBP"	2.58415	9.37385	1.5273	15.2451	11.4851	11.7889	3.31547	2.85484	3.23882	3.577
"MBTD1"	8.74394	1.36682	2.54314	2.7057	5.45113	4.10152	11.8235	8.4849	9.40004	14.6449
"MBTPS1"	41.2107	25.32	49.9025	7.89032	7.47509	6.49807	18.1254	16.7279	16.9523	15.3345
"MBTPS2"	4.38099	6.20542	3.03604	2.55859	3.53077	2.87994	1.96377	1.81281	1.88898	2.61007
"MC1R"	5.26373	0.581024	9.52558	0.153617	0.204638	0.137741	1.14612	0.909864	0.929356	0.694968
"MC2R"	0.00462159	0.0142253	0.00438446	0.00716923	0.00337193	0	0.0070179	0.00677068	0.00698478	0
"MC3R"	0	0	0	0	0	0	0	0	0	0
"MC4R"	0.0128224	0	0.0362179	0	0	0	0.0197738	0.0186548	0	0.0885468
"MC5R"	0.056697	0	0.0266577	0	0	0	0.350636	0.20598	0.357203	0.19518
"MCAM"	0.183323	18.5543	0.357341	2.27533	0.222908	1.53022	6.82625	7.61393	7.08141	5.29526
"MCART1"	5.51889	7.22703	5.42815	3.93478	4.10844	4.68351	2.20745	2.74421	2.48322	2.46843
"MCART2"	0.116607	0.161422	0.135881	0.150165	0.0351474	0.112051	0.062394	0.0466704	0.106882	0.0735141
"MCART3P"	0.00659678	0.00771161	0	0	0	0.0157464	0	0	0	0
"MCART6"	0.175001	0.111641	0.0730828	0.249743	0.319293	0.215719	0.505462	0.614787	0.655841	0.574475
"MCAT"	5.8601	8.02153	6.85111	5.72456	4.55335	2.94812	5.2356	4.84981	4.68961	3.86618
"MCC"	1.57857	8.13306	1.23344	0.0671508	0.109026	0.155789	3.07034	2.26365	2.38563	2.77343
"MCCC1"	24.1032	6.69994	20.0389	25.0051	27.3522	22.0136	10.6485	9.46864	9.4756	9.86918
"MCCC2"	34.1773	14.4508	23.3378	28.6846	26.394	24.0977	25.4456	23.5214	24.1341	26.9805
"MCCD1"	0	0.0312695	0	0	0.134522	0.0645974	0	0	0	0
"MCCD1"	0	0	0	0	0	0	0	0	0	0
"MCCD1"	0	0	0	0	0	0	0	0	0	0
"MCCD1"	0	0	0	0	0	0	0	0	0	0
"MCCD1"	0	0	0	0	0	0	0	0	0	0
"MCCD1"	0	0	0	0	0	0	0	0	0	0
"MCCD1"	0	0	0	0	0	0	0	0	0	0
"MCCD1"	0	0	0	0	0	0	0	0	0	0
"MCEE"	5.53131	3.25612	2.98447	6.24821	10.5333	7.87928	3.18639	3.29183	4.17841	6.50958
"MCF2"	0.0620313	0.0484513	0.0210205	0.107712	0.12382	0.127734	0.184917	0.0897034	0.103047	0.32145
"MCF2L"	6.97144	0.0105541	5.90849	0.0149375	0.0112498	0.0107184	5.03182	5.33483	5.33287	4.14856
"MCF2L-AS1"	3.13435	0	4.94817	0.0967846	0.0724756	0.069326	0.824267	1.03418	0.782906	0.643594
"MCF2L2"	0.0682072	0.0573521	0.101143	0.120823	0.384886	0.081471	1.02649	0.980578	1.15224	1.1983
"MCFD2"	22.5444	28.2532	14.303	10.1736	12.5862	9.55025	18.9927	14.248	15.8305	20.5034
